latitude,longitude,rain_last_1h_peak,rain_last_24h,rain_last_72h,rain_last_7days,rain_next_72h,elevation,slope,distanceFromRiver,distanceFromSea,riverInfluenceScore,coastalInfluenceScore,soilFactor,terrainRoughness,urbanFloodFactor,historicalFloodScore,susceptibilityScore,triggerFactor,riskProbability,confidenceScore,riskLevel,createdAt
28.614,77.209,0,0,0,0,0,214,0.8589407635506459,7.409529914205332,999,2,0,1.2,11,1,0,5.68,0.3,64,40,MEDIUM,Fri Mar 27 2026 02:19:55 GMT+0530 (India Standard Time)
28.614,77.209,0,0,0,0,0,214,0.8589407635506459,7.409529914205332,999,2,0,1.2,11,1,0,5.68,0.3,64,40,MEDIUM,Fri Mar 27 2026 02:20:53 GMT+0530 (India Standard Time)
23.177,75.788,0,0,0,0,0,495,0.047746306089921864,1.6011333698417765,999,3,0,1.2,5,1,1,6.080000000000001,0.3,68,60,MEDIUM,Fri Mar 27 2026 02:21:55 GMT+0530 (India Standard Time)
26.45,80.332,0,0,0,0,0,132,0.19098310236451274,4.270254928409533,90,2,1,1.2,3,1,0,8.579999999999998,0.3,93,60,HIGH,Fri Mar 27 2026 02:22:47 GMT+0530 (India Standard Time)
25.436,81.846,0,0,0,0,0,92,0.33420928965337027,4.9135925043874735,90,2,1,1.2,3,1,2,10.779999999999998,0.3,95,60,HIGH,Fri Mar 27 2026 02:25:22 GMT+0530 (India Standard Time)
15.299,74.124,0,0,0,0,0,104,0.5728559757857306,2,90,2,1,1.2,8,1,3,10.779999999999998,0.3,95,80,HIGH,Fri Mar 27 2026 02:26:33 GMT+0530 (India Standard Time)
21.146,79.088,0,0,0,0,0,308,0.14323785727217825,0.9583743487230245,999,3,0,1.2,1,1,2,7.280000000000001,0.3,80,60,HIGH,Fri Mar 27 2026 02:27:11 GMT+0530 (India Standard Time)
27.331,88.614,0,0,0,0,0,1630,5.234546034337219,2.565387911532433,999,2,0,1.2,90,1,1,1.04,0.3,18,40,LOW,Fri Mar 27 2026 02:30:01 GMT+0530 (India Standard Time)
23.023,72.571,0,0,0,0,0,51,0.14323785727217825,13.316176963555124,40,1,2,1.2,5,1,1,9.58,0.3,95,60,HIGH,Fri Mar 27 2026 02:30:15 GMT+0530 (India Standard Time)
25.318,82.974,0,0,0,0,0,81,0.047746306089921864,4.254305586801574,90,2,1,1.2,1,1,1,9.579999999999998,0.3,95,60,HIGH,Fri Mar 27 2026 02:31:18 GMT+0530 (India Standard Time)
19.076,72.878,0,0,0,0,0,6,0.19098098051079335,1.5012790419537767,10,3,3,1.2,5,1,1,13.48,0.3,95,60,HIGH,Fri Mar 27 2026 02:34:41 GMT+0530 (India Standard Time)
26.847,80.946,0,0,0,0,0,116,0.2864407095437759,2,90,2,1,1.2,5,1,3,11.379999999999999,0.3,95,80,HIGH,Fri Mar 27 2026 02:36:44 GMT+0530 (India Standard Time)
23.344,85.31,0,0,0,0,0,646,0.42967538396464733,1.3142369625434946,999,3,0,1.2,9,1,1,4.28,0.3,50,40,MEDIUM,Fri Mar 27 2026 02:37:47 GMT+0530 (India Standard Time)
26.727,88.395,0,0,0,0,0,124,0.28646616641475514,0.4449509492744999,90,3,1,1.2,4,1,1,9.88,0.3,95,60,HIGH,Fri Mar 27 2026 02:37:49 GMT+0530 (India Standard Time)
20.296,85.825,0,0,0,0,0,45,0.6683220700970076,5.077934443046849,40,2,2,1.2,6,1,1,10.879999999999999,0.3,95,60,HIGH,Fri Mar 27 2026 02:40:42 GMT+0530 (India Standard Time)
19.814,85.831,0,0,0,0,0,13,0.14323785727217825,3.92779022269899,10,2,3,1.2,2,1,1,12.18,0.3,95,60,HIGH,Fri Mar 27 2026 02:41:53 GMT+0530 (India Standard Time)
18.52,73.857,0,0,0,0,0,563,0.2864407095437759,2.1639540762163048,999,2,0,1.2,8,1,3,6.4799999999999995,0.3,72,80,HIGH,Fri Mar 27 2026 02:43:09 GMT+0530 (India Standard Time)
33.278,75.341,0,0,0,0,0,2740,12.8286016194684,5.865103691056736,999,2,0,1.2,232,1,0,1.04,0.3,18,40,LOW,Fri Mar 27 2026 02:43:31 GMT+0530 (India Standard Time)
34.084,74.797,0,0,0,0,0,1587,0.14323785727217825,6.738418341784372,999,2,0,1.2,2,1,1,2.24,0.3,30,40,LOW,Fri Mar 27 2026 02:46:33 GMT+0530 (India Standard Time)
25.299,91.581,0,0,0,0,0,1435,0.33420928965337027,1.1276682186024098,999,3,0,1.2,15,1,1,2.24,0.3,30,40,LOW,Fri Mar 27 2026 02:51:37 GMT+0530 (India Standard Time)
19.588,73.857,23,77,98,228,26,810,5.008115582457922,6.166624445658734,999,2,0,1.2,44,1,1,1.04,2.1999999999999997,65,60,MEDIUM,Fri Mar 27 2026 03:09:29 GMT+0530 (India Standard Time)
27.473,94.912,5,62,105,70,12,109,0.09549261217984373,9.163665659030661,90,1,1,1.2,1,1,2,9.479999999999999,1.2,95,80,HIGH,Fri Mar 27 2026 03:13:45 GMT+0530 (India Standard Time)
26.653,92.793,16,75,66,37,1,81,0.6205916740212789,8.435377391418344,90,1,1,1.2,5,1,2,9.479999999999999,1.2,95,80,HIGH,Fri Mar 27 2026 03:14:09 GMT+0530 (India Standard Time)
17.687,83.219,50,54,11,56,106,52,1.3355626493311943,5.1706308099867275,40,2,2,1.2,19,1,1,10.28,2,95,80,HIGH,Fri Mar 27 2026 03:17:07 GMT+0530 (India Standard Time)
22.573,88.364,12,66,64,161,39,16,0.429684928700546,4.114351063296763,10,2,3,1.2,5,1,2,13.379999999999999,1.5,95,80,HIGH,Fri Mar 27 2026 03:18:20 GMT+0530 (India Standard Time)
21.17,72.831,7,66,14,79,55,16,0.4774153247762747,2,10,2,3,1.2,6,1,3,13.98,1.2,95,95,HIGH,Fri Mar 27 2026 03:18:46 GMT+0530 (India Standard Time)
27.036,88.263,43,14,90,3,94,2135,12.026361601116735,1.9569773499309184,999,3,0,1.2,148,1,1,1.4400000000000002,2,64,60,MEDIUM,Fri Mar 27 2026 03:25:59 GMT+0530 (India Standard Time)
30.317,78.032,21,50,204,74,82,649,0.23872092132242065,1.1465080779628265,999,3,0,1.2,4,1,1,4.88,2.2,95,60,HIGH,Fri Mar 27 2026 03:28:12 GMT+0530 (India Standard Time)
26.519,88.72,3,75,192,179,73,84,0.19098310236451274,3.7635172682423206,90,2,1,1.2,2,1,2,10.779999999999998,2.1,95,80,HIGH,Fri Mar 27 2026 03:28:39 GMT+0530 (India Standard Time)
29.946,78.164,17,74,146,384,32,285,0.525151023011823,15,999,1,0,1.2,11,1,1,4.879999999999999,2.1,95,60,HIGH,Fri Mar 27 2026 03:31:25 GMT+0530 (India Standard Time)
30.375,78.072,28,36,62,320,107,806,0.9545338712128641,1.9154731209846427,999,3,0,1.2,18,1,1,2.24,2.5,85,60,HIGH,Fri Mar 27 2026 03:31:30 GMT+0530 (India Standard Time)
19.997,73.79,23,33,10,2,42,582,0.3819449878889186,999,999,0,0,1.2,4,1,1,3.6799999999999997,1.3,69,60,MEDIUM,Fri Mar 27 2026 03:32:36 GMT+0530 (India Standard Time)
22.304,70.802,47,24,185,226,62,130,0.7157124544080689,6,90,2,1,1.2,1,1,1,8.579999999999998,2.6,95,80,HIGH,Fri Mar 27 2026 03:33:18 GMT+0530 (India Standard Time)
24.88,74.63,52,115,74,235,63,405,0.28645661955796903,4.197324366074507,999,2,0,1.2,5,1,1,5.28,2.9,95,60,HIGH,Fri Mar 27 2026 03:35:51 GMT+0530 (India Standard Time)
25.214,75.865,13,82,13,238,85,260,0.7636864428793406,15,999,1,0,1.2,5,1,1,5.4799999999999995,2.1,95,60,HIGH,Fri Mar 27 2026 03:35:53 GMT+0530 (India Standard Time)
11.259,75.78,44,104,210,189,3,17,0.14323785727217825,2.957389699364088,10,2,3,1.2,3,1,1,12.18,2.6,95,80,HIGH,Fri Mar 27 2026 03:36:00 GMT+0530 (India Standard Time)
23.181,79.986,28,11,70,248,91,422,0.5251160349741032,999,999,0,0,1.2,6,1,1,3.6799999999999997,2.2,92,60,HIGH,Fri Mar 27 2026 03:36:25 GMT+0530 (India Standard Time)
8.524,76.937,34,92,209,26,59,18,0.14323785727217825,2,10,2,3,1.2,2,1,1,12.18,2.1999999999999997,95,80,HIGH,Fri Mar 27 2026 03:36:48 GMT+0530 (India Standard Time)
28.704,77.103,9,73,203,227,35,221,3,6,999,2,0,1.2,2,1,0,5.28,2.1,95,60,HIGH,Fri Mar 27 2026 03:36:50 GMT+0530 (India Standard Time)
13.629,79.419,38,28,231,220,26,151,0.23872092132242065,6,999,2,0,1.2,2,1,1,7.28,2.2,95,80,HIGH,Fri Mar 27 2026 03:37:00 GMT+0530 (India Standard Time)
17.978,79.594,2,59,77,186,29,267,0.33420186465030355,14.899029871798884,999,1,0,1.2,5,1,1,5.4799999999999995,1.2,85,60,HIGH,Fri Mar 27 2026 03:39:22 GMT+0530 (India Standard Time)
26.239,73.024,54,108,28,179,21,220,0.19098098051079335,10.499340886124322,999,1,0,1.2,4,1,1,5.4799999999999995,2,95,60,HIGH,Fri Mar 27 2026 03:39:29 GMT+0530 (India Standard Time)
31.326,75.576,13,52,55,270,95,240,0.14323785727217825,11.98717848562111,999,1,0,1.2,5,1,0,5.4799999999999995,1.7999999999999998,95,60,HIGH,Fri Mar 27 2026 03:39:46 GMT+0530 (India Standard Time)
22.307,73.181,42,15,176,16,44,35,3,6,40,2,2,1.2,1,1,2,11.079999999999998,2,95,80,HIGH,Fri Mar 27 2026 03:40:07 GMT+0530 (India Standard Time)
32.727,74.857,23,84,194,383,19,306,0.14323467442087148,15,999,1,0,1.2,4,1,0,4.4799999999999995,2.5,95,60,HIGH,Fri Mar 27 2026 03:40:34 GMT+0530 (India Standard Time)
31.634,74.872,38,31,73,230,106,235,0.3819449878889186,5.239904062614888,999,2,0,1.2,7,1,0,6.28,2.5,95,80,HIGH,Fri Mar 27 2026 03:42:25 GMT+0530 (India Standard Time)
29.392,79.454,10,86,93,209,44,1977,1.5698783446387157,9.922237283322392,999,1,0,1.2,36,1,0,0.64,2.0999999999999996,59,60,MEDIUM,Fri Mar 27 2026 03:42:32 GMT+0530 (India Standard Time)
23.165,89.208,55,78,5,82,40,9,0.33420928965337027,2,10,2,3,1.2,5,1,3,13.98,1.7000000000000002,95,95,HIGH,Fri Mar 27 2026 03:46:54 GMT+0530 (India Standard Time)
16.506,80.648,19,54,196,210,3,24,0.047746306089921864,3.3139710674862344,10,2,3,1.2,3,1,2,13.379999999999999,1.7999999999999998,95,80,HIGH,Fri Mar 27 2026 03:47:19 GMT+0530 (India Standard Time)
14.983,89.271,32,100,86,335,25,0,0,2,10,2,3,1.2,0,1,3,13.98,2.1999999999999997,95,95,HIGH,Fri Mar 27 2026 03:48:20 GMT+0530 (India Standard Time)
11.017,76.956,39,63,100,49,84,432,0.047746306089921864,10.374636678497694,999,1,0,1.2,2,1,1,4.4799999999999995,2.1999999999999997,95,60,HIGH,Fri Mar 27 2026 03:48:32 GMT+0530 (India Standard Time)
18.524,76.937,7,46,232,192,80,573,0.19097461523249878,9.584279215592563,999,1,0,1.2,4,1,0,4.4799999999999995,1.8,90,60,HIGH,Fri Mar 27 2026 03:49:21 GMT+0530 (India Standard Time)
32.24,77.189,20,93,122,289,90,1887,0.7159984217171412,0.11943825144258019,999,3,0,1.2,15,1,2,3.4400000000000004,2.7,95,60,HIGH,Fri Mar 27 2026 03:50:07 GMT+0530 (India Standard Time)
30.067,79.019,51,51,118,242,57,2224,5.514691171212723,14.18094815013981,999,1,0,1.2,46,1,1,0.64,2.6,71,60,HIGH,Fri Mar 27 2026 03:50:18 GMT+0530 (India Standard Time)
41.105,77.173,51,49,187,85,6,3779,7.90866436161235,999,999,0,0,1.2,87,1,0,0.24,2,52,60,MEDIUM,Fri Mar 27 2026 03:50:53 GMT+0530 (India Standard Time)
29.076,62.878,6,29,195,174,13,1353,3.2093644790582854,999,999,0,0,1.2,60,1,0,0.24,1.5,40,60,MEDIUM,Fri Mar 27 2026 03:50:53 GMT+0530 (India Standard Time)
90.296,85.825,2,7,206,301,12,0,0,2,10,2,3,1.2,5,1,1,12.18,1.5,95,80,HIGH,Fri Mar 27 2026 03:52:37 GMT+0530 (India Standard Time)
62.307,73.181,0,102,97,194,42,0,0,8.281047336084479,10,1,3,1.2,5,1,1,10.879999999999999,1.8,95,80,HIGH,Fri Mar 27 2026 03:52:37 GMT+0530 (India Standard Time)
33.778,76.576,26,90,223,31,74,5558,10.385318920298396,999,999,0,0,1.2,128,1,1,0.24,2.1999999999999997,57,60,MEDIUM,Fri Mar 27 2026 03:54:09 GMT+0530 (India Standard Time)
29.181,79.986,14,118,244,329,22,1103,3,8.15239904370391,999,1,0,1.2,113,1,1,0.64,2.1,59,60,MEDIUM,Fri Mar 27 2026 03:54:20 GMT+0530 (India Standard Time)
84.084,74.797,39,78,75,278,25,0,0,2,10,2,3,1.2,5,1,3,13.98,2.1999999999999997,95,95,HIGH,Fri Mar 27 2026 03:54:50 GMT+0530 (India Standard Time)
21.251,81.63,16,81,227,327,49,298,0,2.9892190821027076,999,2,0,1.2,2,1,1,6.28,2.4,95,80,HIGH,Fri Mar 27 2026 03:54:52 GMT+0530 (India Standard Time)
78.52,73.857,58,44,83,163,116,0,0,2,10,2,3,1.2,5,1,1,12.18,2.6,95,80,HIGH,Fri Mar 27 2026 03:54:55 GMT+0530 (India Standard Time)
19.218,72.978,36,27,33,345,7,10,0.47739941900314986,4.942608342736954,10,2,3,1.2,10,1,1,11.58,1.6,95,80,HIGH,Fri Mar 27 2026 03:55:02 GMT+0530 (India Standard Time)
53.023,72.571,42,57,137,233,72,151,0,3.914301514743217,999,2,0,1.2,0,1,1,7.28,2.9,95,80,HIGH,Fri Mar 27 2026 03:55:16 GMT+0530 (India Standard Time)
52.72,75.858,26,34,171,392,89,113,0,2,90,2,1,1.2,0,1,1,9.579999999999998,2.8000000000000003,95,80,HIGH,Fri Mar 27 2026 03:55:28 GMT+0530 (India Standard Time)
81.17,72.831,22,48,222,376,8,0,0,2,10,2,3,1.2,0,1,1,12.18,2.2,95,80,HIGH,Fri Mar 27 2026 03:55:47 GMT+0530 (India Standard Time)
96.847,80.946,7,5,146,365,50,0,0,2,10,2,3,1.2,5,1,1,12.18,1.8,95,80,HIGH,Fri Mar 27 2026 03:55:53 GMT+0530 (India Standard Time)
64.585,73.713,17,54,212,30,5,0,0,85.43126324069985,10,0,3,1.2,5,1,1,9.58,1.2,95,80,HIGH,Fri Mar 27 2026 03:55:56 GMT+0530 (India Standard Time)
25.318,2.974,31,49,8,235,6,389,0.14323785727217825,22.831010830848264,999,0,0,1.2,5,1,0,3.6799999999999997,1.6,77,60,HIGH,Fri Mar 27 2026 03:56:02 GMT+0530 (India Standard Time)
76.45,80.332,25,65,233,310,15,0,0,2,10,2,3,1.2,0,1,3,13.98,2.5,95,95,HIGH,Fri Mar 27 2026 03:56:03 GMT+0530 (India Standard Time)
5.299,74.124,46,102,86,189,104,0,0,2,10,2,3,1.2,5,1,1,12.18,2.9,95,80,HIGH,Fri Mar 27 2026 03:56:20 GMT+0530 (India Standard Time)
1.385,78.487,5,98,102,356,50,0,0,2,10,2,3,1.2,0,1,1,12.18,2.0999999999999996,95,80,HIGH,Fri Mar 27 2026 03:56:40 GMT+0530 (India Standard Time)
95.436,81.846,10,38,168,1,1,0,0,2,10,2,3,1.2,5,1,1,12.18,1.2,95,80,HIGH,Fri Mar 27 2026 03:57:21 GMT+0530 (India Standard Time)
26.761,83.373,35,9,230,323,109,82,0.14323467442087148,7.082505816993215,90,2,1,1.2,5,1,1,9.579999999999998,2.5,95,80,HIGH,Fri Mar 27 2026 03:57:37 GMT+0530 (India Standard Time)
24.364,88.624,27,30,214,284,18,23,0.19098310236451274,2.6280551396474707,10,2,3,1.2,5,1,1,12.18,2.2,95,80,HIGH,Fri Mar 27 2026 03:57:48 GMT+0530 (India Standard Time)
23.81,90.412,39,69,115,81,90,9,0.71604610513551,3.66538267097437,10,2,3,1.2,5,1,1,12.18,2.1999999999999997,95,80,HIGH,Fri Mar 27 2026 03:58:06 GMT+0530 (India Standard Time)
22.846,87.322,1,90,108,278,63,57,0.14323785727217825,17.528577995028893,40,1,2,1.2,5,1,1,9.58,2.0999999999999996,95,80,HIGH,Fri Mar 27 2026 03:58:11 GMT+0530 (India Standard Time)
15.828,80.352,25,9,31,123,27,11,0.19097461523249878,5.9217581797761465,10,2,3,1.2,2,1,1,12.18,1,95,60,HIGH,Fri Mar 27 2026 03:58:19 GMT+0530 (India Standard Time)
10.851,76.271,28,43,160,6,109,57,0.4773729117354881,2,40,2,2,1.2,18,1,3,12.079999999999998,2.2,95,95,HIGH,Fri Mar 27 2026 03:58:57 GMT+0530 (India Standard Time)
18.112,83.396,48,102,164,8,44,68,0.19098098051079335,0.5470342350585569,40,3,2,1.2,3,1,1,12.18,2.6,95,80,HIGH,Fri Mar 27 2026 03:58:57 GMT+0530 (India Standard Time)
14.167,75.04,37,48,184,123,45,594,0.4774153247762747,999,999,0,0,1.2,6,1,1,3.6799999999999997,2.2,92,60,HIGH,Fri Mar 27 2026 03:59:14 GMT+0530 (India Standard Time)
21.642,69.629,50,107,18,154,34,9,0.23872622560312784,9.539432350326322,10,1,3,1.2,3,1,2,12.079999999999998,2,95,80,HIGH,Fri Mar 27 2026 03:59:34 GMT+0530 (India Standard Time)
22.987,87.855,31,20,70,175,3,25,0.28646934884174297,13.559572847521315,10,1,3,1.2,6,1,1,10.879999999999999,1.3,95,80,HIGH,Fri Mar 27 2026 04:00:31 GMT+0530 (India Standard Time)
24.14,82.315,55,94,79,48,6,388,0.047746306089921864,2.4077686951046187,999,2,0,1.2,6,1,1,5.28,2,95,60,HIGH,Fri Mar 27 2026 04:00:47 GMT+0530 (India Standard Time)
30.375,78.437,57,80,141,368,19,1715,6.376235149174618,2.9349963288821583,999,2,0,1.2,110,1,1,1.04,2.9000000000000004,83,60,HIGH,Fri Mar 27 2026 04:00:57 GMT+0530 (India Standard Time)
23.61,85.28,42,74,169,357,73,415,0.6682627234815929,5.1005959351086165,999,2,0,1.2,10,1,1,4.68,3.2,95,60,HIGH,Fri Mar 27 2026 04:00:57 GMT+0530 (India Standard Time)
19.876,75.343,40,115,8,374,12,596,0.5728814190875517,2.9327724145002536,999,2,0,1.2,6,1,1,5.28,1.9,95,60,HIGH,Fri Mar 27 2026 04:01:10 GMT+0530 (India Standard Time)
32.084,76.263,45,25,172,69,33,697,5.332872626737731,3.2673847514075867,999,2,0,1.2,54,1,0,1.28,1.7000000000000002,55,60,MEDIUM,Fri Mar 27 2026 04:01:30 GMT+0530 (India Standard Time)
31.634,77.47,47,21,161,387,110,3005,10.26370344274061,999,999,0,0,1.2,149,1,0,0.24,2.9000000000000004,75,60,HIGH,Fri Mar 27 2026 04:01:35 GMT+0530 (India Standard Time)
21.49,86.931,20,118,133,142,5,22,0.09549261217984373,4.073771502517669,10,2,3,1.2,3,1,1,12.18,1.8,95,80,HIGH,Fri Mar 27 2026 04:01:41 GMT+0530 (India Standard Time)
22.165,88.808,19,50,168,229,69,6,0.09549261217984373,4.376238574454039,10,2,3,1.2,2,1,2,13.379999999999999,2.0999999999999996,95,80,HIGH,Fri Mar 27 2026 04:01:52 GMT+0530 (India Standard Time)
20.952,85.099,9,61,92,22,20,124,0.23872622560312784,9.670967794440173,90,1,1,1.2,3,1,1,7.28,1.2,95,80,HIGH,Fri Mar 27 2026 04:02:05 GMT+0530 (India Standard Time)
34.3,74.467,25,66,123,223,64,1585,0.19098310236451274,999,999,0,0,1.2,2,1,1,1.44,2.8,84,60,HIGH,Fri Mar 27 2026 04:02:11 GMT+0530 (India Standard Time)
24.827,92.798,50,23,54,33,11,27,0,2.229605160264317,10,2,3,1.2,5,1,3,13.98,1.1,95,95,HIGH,Fri Mar 27 2026 04:02:22 GMT+0530 (India Standard Time)
10.952,85.099,1.9453130049237235,0.7918662986431246,6.381442992885611,59.66461422524067,13.559032105582729,0,0,2,10,2,3,1.2,0,1,3,13.98,0.3,95,80,HIGH,Fri Mar 27 2026 04:27:41 GMT+0530 (India Standard Time)
16.8,77.3,0,6,19,10,10,456,0.42967538396464733,999,999,0,0,1.2,3,1,1,3.6799999999999997,0.3,44,40,MEDIUM,Fri Mar 27 2026 04:32:19 GMT+0530 (India Standard Time)
24.5,77.5,13,39,66,133,22,478,0.33420186465030355,999,999,0,0,1.2,5,1,1,3.6799999999999997,1.2,67,60,MEDIUM,Fri Mar 27 2026 04:33:52 GMT+0530 (India Standard Time)
90.952,85.099,2,3,22,47,0,0,0,2,10,2,3,1.2,5,1,1,12.18,0.3,95,60,HIGH,Fri Mar 27 2026 04:35:03 GMT+0530 (India Standard Time)
60.952,85.099,3,34,48,111,31,0,0,2,10,2,3,1.2,5,1,1,12.18,0.8999999999999999,95,60,HIGH,Fri Mar 27 2026 04:36:17 GMT+0530 (India Standard Time)
23.2,77.3,9,24,42,114,15,521,0.38193226072603226,3.286897600203668,999,2,0,1.2,5,1,1,5.28,0.6,68,40,MEDIUM,Fri Mar 27 2026 13:32:33 GMT+0530 (India Standard Time)
21.2,79.2,8,39,59,152,34,287,0.09549261217984373,1.841871981602381,999,3,0,1.2,2,1,1,7.080000000000001,0.8999999999999999,93,60,HIGH,Fri Mar 27 2026 13:32:41 GMT+0530 (India Standard Time)
21.05,79,5,18,52,130,17,292,0.047746306089921864,4.1170482179513455,999,2,0,1.2,2,1,1,6.28,0.6,78,60,HIGH,Fri Mar 27 2026 13:32:57 GMT+0530 (India Standard Time)
23.3,77.5,4,18,56,170,15,492,0.33420186465030355,999,999,0,0,1.2,2,1,1,3.6799999999999997,0.6,52,40,MEDIUM,Fri Mar 27 2026 13:33:00 GMT+0530 (India Standard Time)
17.45,78.55,11,38,79,182,44,535,0.33420928965337027,999,999,0,0,1.2,5,1,1,3.6799999999999997,1.5,74,60,HIGH,Fri Mar 27 2026 13:33:58 GMT+0530 (India Standard Time)
22.65,75.9,7,28,93,164,17,573,0.23871031346804716,999,999,0,0,1.2,3,1,1,3.6799999999999997,1.2,67,60,MEDIUM,Fri Mar 27 2026 13:34:06 GMT+0530 (India Standard Time)
17.3,78.4,7,37,94,122,39,589,1.2405774359392305,5.661536188923691,999,2,0,1.2,20,1,1,4.08,1.2,71,60,HIGH,Fri Mar 27 2026 13:34:57 GMT+0530 (India Standard Time)
22.8,75.8,9,27,44,194,23,537,0.429684928700546,999,999,0,0,1.2,3,1,1,3.6799999999999997,0.8999999999999999,59,40,MEDIUM,Fri Mar 27 2026 13:34:59 GMT+0530 (India Standard Time)
21.3,81.7,4,35,73,148,44,284,0.14323467442087148,15,999,1,0,1.2,3,1,0,5.4799999999999995,1.5,92,60,HIGH,Fri Mar 27 2026 13:35:42 GMT+0530 (India Standard Time)
22.8,75.7,9,24,96,92,37,521,0.23872622560312784,2.893483277116799,999,2,0,1.2,1,1,1,5.28,0.6,68,40,MEDIUM,Fri Mar 27 2026 13:35:53 GMT+0530 (India Standard Time)
21.15,81.5,6,15,76,106,42,294,0.19097461523249878,15,999,1,0,1.2,2,1,0,5.4799999999999995,1.2,85,60,HIGH,Fri Mar 27 2026 13:35:55 GMT+0530 (India Standard Time)
22.8,75.6,6,30,54,103,19,536,0.19098098051079335,10.82207888877966,999,1,0,1.2,1,1,0,4.4799999999999995,0.8999999999999999,67,40,MEDIUM,Fri Mar 27 2026 13:36:46 GMT+0530 (India Standard Time)
22.8,75.5,8,24,86,180,15,520,0.23872622560312784,7.230617409766249,999,2,0,1.2,1,1,0,5.28,0.8999999999999999,75,40,HIGH,Fri Mar 27 2026 13:38:36 GMT+0530 (India Standard Time)
21.146,79.188,11,33,77,133,25,283,0.28645661955796903,1.1486328352153337,999,3,0,1.2,3,1,1,7.080000000000001,1.2,95,80,HIGH,Fri Mar 27 2026 13:39:30 GMT+0530 (India Standard Time)
21.146,79.288,10,21,96,191,43,276,0.19098098051079335,4.930416758321826,999,2,0,1.2,2,1,1,6.28,1.2,93,80,HIGH,Fri Mar 27 2026 13:40:02 GMT+0530 (India Standard Time)
