rain_last_1h_peak,rain_last_24h,rain_last_72h,rain_last_7days,rain_next_72h,elevation,slope,distanceFromRiver,distanceFromSea,riverInfluenceScore,coastalInfluenceScore,soilFactor,terrainRoughness,urbanFloodFactor,historicalFloodScore,susceptibilityScore,triggerFactor,riskLevel
16.0,75.0,66.0,37.0,1.0,81,0.6205916740212789,8.435377391418344,90,1,1,1.2,5,1,2,9.48,1.2,HIGH
50.0,54.0,11.0,56.0,106.0,52,1.3355626493311945,5.170630809986728,40,2,2,1.2,19,1,1,10.28,2.0,HIGH
12.0,66.0,64.0,161.0,39.0,16,0.429684928700546,4.114351063296763,10,2,3,1.2,5,1,2,13.38,1.5,HIGH
7.0,66.0,14.0,79.0,55.0,16,0.4774153247762747,2.0,10,2,3,1.2,6,1,3,13.98,1.2,HIGH
43.0,14.0,90.0,3.0,94.0,2135,12.026361601116736,1.9569773499309184,999,3,0,1.2,148,1,1,1.4400000000000002,2.0,MEDIUM
21.0,50.0,204.0,74.0,82.0,649,0.2387209213224206,1.1465080779628265,999,3,0,1.2,4,1,1,4.88,2.2,HIGH
3.0,75.0,192.0,179.0,73.0,84,0.1909831023645127,3.7635172682423206,90,2,1,1.2,2,1,2,10.779999999999998,2.1,HIGH
17.0,74.0,146.0,384.0,32.0,285,0.525151023011823,15.0,999,1,0,1.2,11,1,1,4.879999999999999,2.1,HIGH
28.0,36.0,62.0,320.0,107.0,806,0.954533871212864,1.9154731209846427,999,3,0,1.2,18,1,1,2.24,2.5,HIGH
23.0,33.0,10.0,2.0,42.0,582,0.3819449878889186,999.0,999,0,0,1.2,4,1,1,3.68,1.3,MEDIUM
47.0,24.0,185.0,226.0,62.0,130,0.7157124544080689,6.0,90,2,1,1.2,1,1,1,8.579999999999998,2.6,HIGH
52.0,115.0,74.0,235.0,63.0,405,0.286456619557969,4.197324366074507,999,2,0,1.2,5,1,1,5.28,2.9,HIGH
13.0,82.0,13.0,238.0,85.0,260,0.7636864428793406,15.0,999,1,0,1.2,5,1,1,5.48,2.1,HIGH
44.0,104.0,210.0,189.0,3.0,17,0.1432378572721782,2.957389699364088,10,2,3,1.2,3,1,1,12.18,2.6,HIGH
28.0,11.0,70.0,248.0,91.0,422,0.5251160349741032,999.0,999,0,0,1.2,6,1,1,3.68,2.2,HIGH
34.0,92.0,209.0,26.0,59.0,18,0.1432378572721782,2.0,10,2,3,1.2,2,1,1,12.18,2.2,HIGH
9.0,73.0,203.0,227.0,35.0,221,3.0,6.0,999,2,0,1.2,2,1,0,5.28,2.1,HIGH
38.0,28.0,231.0,220.0,26.0,151,0.2387209213224206,6.0,999,2,0,1.2,2,1,1,7.28,2.2,HIGH
2.0,59.0,77.0,186.0,29.0,267,0.3342018646503035,14.899029871798884,999,1,0,1.2,5,1,1,5.48,1.2,HIGH
54.0,108.0,28.0,179.0,21.0,220,0.1909809805107933,10.499340886124322,999,1,0,1.2,4,1,1,5.48,2.0,HIGH
13.0,52.0,55.0,270.0,95.0,240,0.1432378572721782,11.98717848562111,999,1,0,1.2,5,1,0,5.48,1.7999999999999998,HIGH
42.0,15.0,176.0,16.0,44.0,35,3.0,6.0,40,2,2,1.2,1,1,2,11.079999999999998,2.0,HIGH
23.0,84.0,194.0,383.0,19.0,306,0.1432346744208714,15.0,999,1,0,1.2,4,1,0,4.48,2.5,HIGH
38.0,31.0,73.0,230.0,106.0,235,0.3819449878889186,5.239904062614888,999,2,0,1.2,7,1,0,6.28,2.5,HIGH
10.0,86.0,93.0,209.0,44.0,1977,1.5698783446387157,9.922237283322392,999,1,0,1.2,36,1,0,0.64,2.1,MEDIUM
55.0,78.0,5.0,82.0,40.0,9,0.3342092896533702,2.0,10,2,3,1.2,5,1,3,13.98,1.7000000000000002,HIGH
19.0,54.0,196.0,210.0,3.0,24,0.0477463060899218,3.3139710674862344,10,2,3,1.2,3,1,2,13.38,1.7999999999999998,HIGH
32.0,100.0,86.0,335.0,25.0,0,0.0,2.0,10,2,3,1.2,0,1,3,13.98,2.2,HIGH
39.0,63.0,100.0,49.0,84.0,432,0.0477463060899218,10.374636678497694,999,1,0,1.2,2,1,1,4.48,2.2,HIGH
7.0,46.0,232.0,192.0,80.0,573,0.1909746152324987,9.584279215592565,999,1,0,1.2,4,1,0,4.48,1.8,HIGH
20.0,93.0,122.0,289.0,90.0,1887,0.7159984217171412,0.1194382514425801,999,3,0,1.2,15,1,2,3.4400000000000004,2.7,HIGH
51.0,51.0,118.0,242.0,57.0,2224,5.514691171212723,14.18094815013981,999,1,0,1.2,46,1,1,0.64,2.6,HIGH
51.0,49.0,187.0,85.0,6.0,3779,7.90866436161235,999.0,999,0,0,1.2,87,1,0,0.24,2.0,MEDIUM
6.0,29.0,195.0,174.0,13.0,1353,3.2093644790582854,999.0,999,0,0,1.2,60,1,0,0.24,1.5,MEDIUM
2.0,7.0,206.0,301.0,12.0,0,0.0,2.0,10,2,3,1.2,5,1,1,12.18,1.5,HIGH
0.0,102.0,97.0,194.0,42.0,0,0.0,8.281047336084479,10,1,3,1.2,5,1,1,10.88,1.8,HIGH
26.0,90.0,223.0,31.0,74.0,5558,10.385318920298396,999.0,999,0,0,1.2,128,1,1,0.24,2.2,MEDIUM
14.0,118.0,244.0,329.0,22.0,1103,3.0,8.15239904370391,999,1,0,1.2,113,1,1,0.64,2.1,MEDIUM
39.0,78.0,75.0,278.0,25.0,0,0.0,2.0,10,2,3,1.2,5,1,3,13.98,2.2,HIGH
16.0,81.0,227.0,327.0,49.0,298,0.0,2.989219082102708,999,2,0,1.2,2,1,1,6.28,2.4,HIGH
58.0,44.0,83.0,163.0,116.0,0,0.0,2.0,10,2,3,1.2,5,1,1,12.18,2.6,HIGH
36.0,27.0,33.0,345.0,7.0,10,0.4773994190031498,4.942608342736954,10,2,3,1.2,10,1,1,11.58,1.6,HIGH
42.0,57.0,137.0,233.0,72.0,151,0.0,3.914301514743217,999,2,0,1.2,0,1,1,7.28,2.9,HIGH
26.0,34.0,171.0,392.0,89.0,113,0.0,2.0,90,2,1,1.2,0,1,1,9.579999999999998,2.8000000000000003,HIGH
22.0,48.0,222.0,376.0,8.0,0,0.0,2.0,10,2,3,1.2,0,1,1,12.18,2.2,HIGH
7.0,5.0,146.0,365.0,50.0,0,0.0,2.0,10,2,3,1.2,5,1,1,12.18,1.8,HIGH
17.0,54.0,212.0,30.0,5.0,0,0.0,85.43126324069985,10,0,3,1.2,5,1,1,9.58,1.2,HIGH
31.0,49.0,8.0,235.0,6.0,389,0.1432378572721782,22.831010830848264,999,0,0,1.2,5,1,0,3.68,1.6,HIGH
25.0,65.0,233.0,310.0,15.0,0,0.0,2.0,10,2,3,1.2,0,1,3,13.98,2.5,HIGH
46.0,102.0,86.0,189.0,104.0,0,0.0,2.0,10,2,3,1.2,5,1,1,12.18,2.9,HIGH
5.0,98.0,102.0,356.0,50.0,0,0.0,2.0,10,2,3,1.2,0,1,1,12.18,2.1,HIGH
10.0,38.0,168.0,1.0,1.0,0,0.0,2.0,10,2,3,1.2,5,1,1,12.18,1.2,HIGH
35.0,9.0,230.0,323.0,109.0,82,0.1432346744208714,7.082505816993215,90,2,1,1.2,5,1,1,9.579999999999998,2.5,HIGH
27.0,30.0,214.0,284.0,18.0,23,0.1909831023645127,2.6280551396474707,10,2,3,1.2,5,1,1,12.18,2.2,HIGH
39.0,69.0,115.0,81.0,90.0,9,0.71604610513551,3.66538267097437,10,2,3,1.2,5,1,1,12.18,2.2,HIGH
1.0,90.0,108.0,278.0,63.0,57,0.1432378572721782,17.528577995028893,40,1,2,1.2,5,1,1,9.58,2.1,HIGH
25.0,9.0,31.0,123.0,27.0,11,0.1909746152324987,5.9217581797761465,10,2,3,1.2,2,1,1,12.18,1.0,HIGH
28.0,43.0,160.0,6.0,109.0,57,0.4773729117354881,2.0,40,2,2,1.2,18,1,3,12.079999999999998,2.2,HIGH
48.0,102.0,164.0,8.0,44.0,68,0.1909809805107933,0.5470342350585569,40,3,2,1.2,3,1,1,12.18,2.6,HIGH
37.0,48.0,184.0,123.0,45.0,594,0.4774153247762747,999.0,999,0,0,1.2,6,1,1,3.68,2.2,HIGH
50.0,107.0,18.0,154.0,34.0,9,0.2387262256031278,9.539432350326322,10,1,3,1.2,3,1,2,12.079999999999998,2.0,HIGH
31.0,20.0,70.0,175.0,3.0,25,0.2864693488417429,13.559572847521316,10,1,3,1.2,6,1,1,10.88,1.3,HIGH
55.0,94.0,79.0,48.0,6.0,388,0.0477463060899218,2.4077686951046187,999,2,0,1.2,6,1,1,5.28,2.0,HIGH
57.0,80.0,141.0,368.0,19.0,1715,6.376235149174618,2.9349963288821583,999,2,0,1.2,110,1,1,1.04,2.9000000000000004,HIGH
42.0,74.0,169.0,357.0,73.0,415,0.6682627234815929,5.1005959351086165,999,2,0,1.2,10,1,1,4.68,3.2,HIGH
40.0,115.0,8.0,374.0,12.0,596,0.5728814190875517,2.9327724145002536,999,2,0,1.2,6,1,1,5.28,1.9,HIGH
45.0,25.0,172.0,69.0,33.0,697,5.332872626737731,3.2673847514075867,999,2,0,1.2,54,1,0,1.28,1.7000000000000002,MEDIUM
47.0,21.0,161.0,387.0,110.0,3005,10.26370344274061,999.0,999,0,0,1.2,149,1,0,0.24,2.9000000000000004,HIGH
20.0,118.0,133.0,142.0,5.0,22,0.0954926121798437,4.073771502517669,10,2,3,1.2,3,1,1,12.18,1.8,HIGH
19.0,50.0,168.0,229.0,69.0,6,0.0954926121798437,4.376238574454039,10,2,3,1.2,2,1,2,13.38,2.1,HIGH
9.0,61.0,92.0,22.0,20.0,124,0.2387262256031278,9.670967794440172,90,1,1,1.2,3,1,1,7.28,1.2,HIGH
25.0,66.0,123.0,223.0,64.0,1585,0.1909831023645127,999.0,999,0,0,1.2,2,1,1,1.44,2.8,HIGH
50.0,23.0,54.0,33.0,11.0,27,0.0,2.229605160264317,10,2,3,1.2,5,1,3,13.98,1.1,HIGH
1.9453130049237235,0.7918662986431246,6.381442992885611,59.66461422524067,13.559032105582729,0,0.0,2.0,10,2,3,1.2,0,1,3,13.98,0.3,HIGH
0.0,6.0,19.0,10.0,10.0,456,0.4296753839646473,999.0,999,0,0,1.2,3,1,1,3.68,0.3,MEDIUM
13.0,39.0,66.0,133.0,22.0,478,0.3342018646503035,999.0,999,0,0,1.2,5,1,1,3.68,1.2,MEDIUM
2.0,3.0,22.0,47.0,0.0,0,0.0,2.0,10,2,3,1.2,5,1,1,12.18,0.3,HIGH
3.0,34.0,48.0,111.0,31.0,0,0.0,2.0,10,2,3,1.2,5,1,1,12.18,0.8999999999999999,HIGH
9.0,24.0,42.0,114.0,15.0,521,0.3819322607260322,3.286897600203668,999,2,0,1.2,5,1,1,5.28,0.6,MEDIUM
8.0,39.0,59.0,152.0,34.0,287,0.0954926121798437,1.841871981602381,999,3,0,1.2,2,1,1,7.080000000000001,0.8999999999999999,HIGH
5.0,18.0,52.0,130.0,17.0,292,0.0477463060899218,4.1170482179513455,999,2,0,1.2,2,1,1,6.28,0.6,HIGH
4.0,18.0,56.0,170.0,15.0,492,0.3342018646503035,999.0,999,0,0,1.2,2,1,1,3.68,0.6,MEDIUM
11.0,38.0,79.0,182.0,44.0,535,0.3342092896533702,999.0,999,0,0,1.2,5,1,1,3.68,1.5,HIGH
7.0,28.0,93.0,164.0,17.0,573,0.2387103134680471,999.0,999,0,0,1.2,3,1,1,3.68,1.2,MEDIUM
7.0,37.0,94.0,122.0,39.0,589,1.2405774359392303,5.661536188923691,999,2,0,1.2,20,1,1,4.08,1.2,HIGH
9.0,27.0,44.0,194.0,23.0,537,0.429684928700546,999.0,999,0,0,1.2,3,1,1,3.68,0.8999999999999999,MEDIUM
4.0,35.0,73.0,148.0,44.0,284,0.1432346744208714,15.0,999,1,0,1.2,3,1,0,5.48,1.5,HIGH
9.0,24.0,96.0,92.0,37.0,521,0.2387262256031278,2.893483277116799,999,2,0,1.2,1,1,1,5.28,0.6,MEDIUM
6.0,15.0,76.0,106.0,42.0,294,0.1909746152324987,15.0,999,1,0,1.2,2,1,0,5.48,1.2,HIGH
6.0,30.0,54.0,103.0,19.0,536,0.1909809805107933,10.82207888877966,999,1,0,1.2,1,1,0,4.48,0.8999999999999999,MEDIUM
8.0,24.0,86.0,180.0,15.0,520,0.2387262256031278,7.230617409766249,999,2,0,1.2,1,1,0,5.28,0.8999999999999999,HIGH
11.0,33.0,77.0,133.0,25.0,283,0.286456619557969,1.1486328352153337,999,3,0,1.2,3,1,1,7.080000000000001,1.2,HIGH
10.0,21.0,96.0,191.0,43.0,276,0.1909809805107933,4.930416758321826,999,2,0,1.2,2,1,1,6.28,1.2,HIGH
4.0,31.0,66.0,169.0,37.0,425,1.5258338053468083,2.931069923312985,999,2,0,1.2,19,1,1,3.68,1.2,MEDIUM
10.0,28.0,51.0,198.0,21.0,484,4.822183174584534,6.936466106699753,999,2,0,1.2,38,1,1,3.08,0.8999999999999999,MEDIUM
5.0,21.0,57.0,184.0,36.0,371,0.811470860967096,15.0,999,1,0,1.2,12,1,0,3.88,0.6,MEDIUM
3.0,14.0,62.0,148.0,21.0,512,0.5251393598147771,3.873678082442376,999,2,0,1.2,4,1,1,5.28,0.8999999999999999,HIGH
3.0,21.0,42.0,99.0,20.0,375,2.6078718498969606,3.132289266746932,999,2,0,1.2,25,1,0,3.08,0.3,LOW
7.0,17.0,48.0,120.0,26.0,1033,0.71604610513551,14.510321323564808,999,1,0,1.2,16,1,0,1.4400000000000002,0.6,LOW
5.0,15.0,39.0,129.0,26.0,308,0.2387209213224206,2.025525654600412,999,2,0,1.2,9,1,1,4.68,0.6,MEDIUM
5.0,14.0,67.0,71.0,16.0,556,0.2387262256031278,12.542770118195412,999,1,0,1.2,3,1,0,4.48,0.6,MEDIUM
3.0,16.0,34.0,137.0,12.0,300,0.286456619557969,2.9378334189299484,999,2,0,1.2,3,1,1,5.28,0.6,MEDIUM
8.0,20.0,44.0,96.0,26.0,338,1.429921024518991,8.538176706533005,999,1,0,1.2,19,1,1,3.88,0.3,MEDIUM
6.0,15.0,65.0,147.0,14.0,634,6.920062029543109,999.0,999,0,0,1.2,95,1,1,0.48,0.8999999999999999,LOW
6.0,24.0,61.0,116.0,18.0,553,0.7637542449961426,2.88183867658983,999,2,0,1.2,6,1,1,5.28,0.8999999999999999,HIGH
3.0,21.0,34.0,122.0,25.0,394,0.2387103134680471,15.0,999,1,0,1.2,2,1,0,4.48,0.6,MEDIUM
7.0,23.0,50.0,134.0,14.0,329,0.0954926121798437,12.341341639174976,999,1,0,1.2,4,1,1,4.48,0.6,MEDIUM
7.0,24.0,58.0,132.0,12.0,478,1.0492078233382014,7.292125995033637,999,2,0,1.2,5,1,0,5.28,0.6,MEDIUM
3.0,14.0,58.0,113.0,18.0,463,3.3081988629119743,9.506026800381475,999,1,0,1.2,22,1,1,2.28,0.6,LOW
4.0,10.0,31.0,73.0,10.0,228,0.1909831023645127,14.06008144622104,999,1,0,1.2,1,1,1,5.48,0.3,MEDIUM
3.0,11.0,31.0,72.0,11.0,214,0.5251160349741032,15.18130912555768,999,1,0,1.2,2,1,1,5.48,0.3,MEDIUM
4.0,12.0,31.0,77.0,10.0,3466,11.164606360366893,6.319393956094208,999,2,0,1.2,86,1,0,1.04,0.3,LOW
4.0,11.0,32.0,74.0,10.0,403,2.375948950396955,5.82009789353152,999,2,0,1.2,27,1,0,3.08,0.3,LOW
4.0,14.0,30.0,74.0,10.0,376,0.2864661664147551,15.0,999,1,0,1.2,5,1,0,4.48,0.3,MEDIUM
3.0,13.0,33.0,76.0,10.0,665,1.906007339770016,8.893202737764575,999,1,0,1.2,5,1,0,3.08,0.3,LOW
4.0,14.0,33.0,74.0,10.0,694,0.3819322607260322,7.183518077180716,999,2,0,1.2,3,1,0,4.48,0.3,MEDIUM
4.0,11.0,32.0,70.0,10.0,642,3.135234715658308,12.655018409612085,999,1,0,1.2,5,1,1,3.08,0.3,LOW
4.0,11.0,33.0,71.0,10.0,300,3.0,11.57317975736798,999,1,0,1.2,5,1,1,3.4800000000000004,0.3,MEDIUM
4.0,14.0,32.0,71.0,11.0,300,3.0,4.266406515602628,999,2,0,1.2,5,1,0,4.28,0.3,MEDIUM
4.0,11.0,30.0,76.0,11.0,619,1.9494036666257823,999.0,999,0,0,1.2,5,1,1,2.68,0.3,LOW
3.0,14.0,31.0,76.0,11.0,300,3.0,6.402593734577764,999,2,0,1.2,5,1,1,4.28,0.3,MEDIUM
3.0,11.0,33.0,70.0,10.0,300,3.0,5.132910709882428,999,2,0,1.2,5,1,0,4.28,0.3,MEDIUM
4.0,10.0,31.0,71.0,11.0,300,3.0,11.29547352317966,999,1,0,1.2,5,1,1,3.4800000000000004,0.3,MEDIUM
3.0,11.0,30.0,73.0,11.0,300,3.0,8.274397222225193,999,1,0,1.2,5,1,0,3.4800000000000004,0.3,MEDIUM
4.0,10.0,33.0,74.0,10.0,300,3.0,8.935075032178673,999,1,0,1.2,5,1,1,3.4800000000000004,0.3,MEDIUM
3.0,12.0,32.0,76.0,10.0,300,3.0,5.183464643104558,999,2,0,1.2,5,1,1,4.28,0.3,MEDIUM
3.0,10.0,31.0,75.0,10.0,300,3.0,7.713557551482208,999,2,0,1.2,5,1,0,4.28,0.3,MEDIUM
3.0,10.0,30.0,77.0,10.0,300,3.0,12.653847926695557,999,1,0,1.2,5,1,0,3.4800000000000004,0.3,MEDIUM
3.0,11.0,32.0,73.0,10.0,300,3.0,7.896122255109027,999,2,0,1.2,5,1,1,4.28,0.3,MEDIUM
3.0,14.0,30.0,70.0,11.0,300,3.0,15.0,999,1,0,1.2,5,1,0,3.4800000000000004,0.3,MEDIUM
4.0,13.0,31.0,76.0,10.0,300,3.0,9.97872876939408,999,1,0,1.2,5,1,0,3.4800000000000004,0.3,MEDIUM
4.0,10.0,33.0,73.0,10.0,300,3.0,5.611957950731651,999,2,0,1.2,5,1,1,4.28,0.3,MEDIUM
4.0,14.0,33.0,73.0,11.0,300,3.0,0.7020079466561748,999,3,0,1.2,5,1,1,5.08,0.3,MEDIUM
3.0,10.0,31.0,77.0,10.0,300,3.0,5.427848899774722,999,2,0,1.2,5,1,1,4.28,0.3,MEDIUM
4.0,11.0,30.0,75.0,11.0,300,3.0,14.649446983047673,999,1,0,1.2,5,1,0,3.4800000000000004,0.3,MEDIUM
4.0,11.0,32.0,75.0,10.0,300,3.0,11.748052472949608,999,1,0,1.2,5,1,0,3.4800000000000004,0.3,MEDIUM
4.0,14.0,31.0,77.0,10.0,300,3.0,15.0,999,1,0,1.2,5,1,1,3.4800000000000004,0.3,MEDIUM
1.0,3.0,3.0,7.0,2.0,300,3.0,16.656301338854853,999,1,0,1.2,5,1,0,3.4800000000000004,0.3,MEDIUM
1.0,3.0,3.0,8.0,2.0,300,3.0,15.0,999,1,0,1.2,5,1,0,3.4800000000000004,0.3,MEDIUM
1.0,1.0,4.0,9.0,2.0,300,3.0,15.0,999,1,0,1.2,5,1,1,3.4800000000000004,0.3,MEDIUM
1.0,2.0,3.0,7.0,2.0,300,3.0,15.0,999,1,0,1.2,5,1,0,3.4800000000000004,0.3,MEDIUM
1.0,2.0,4.0,8.0,1.0,300,3.0,15.0,999,1,0,1.2,5,1,1,3.4800000000000004,0.3,MEDIUM
0.0,0.0,1.0,2.0,1.0,300,3.0,15.0,999,1,0,1.2,5,1,0,3.4800000000000004,0.3,MEDIUM
0.0,0.0,1.0,2.0,0.0,300,3.0,15.0,999,1,0,1.2,5,1,0,3.4800000000000004,0.3,MEDIUM
0.0,0.0,1.0,2.0,0.0,300,3.0,24.714894969833438,999,0,0,1.2,5,1,1,2.68,0.3,LOW
0.0,0.0,1.0,2.0,1.0,300,3.0,15.0,999,1,0,1.2,5,1,0,3.4800000000000004,0.3,MEDIUM
0.0,0.0,0.0,2.0,1.0,300,3.0,6.570104583873098,999,2,0,1.2,5,1,1,4.28,0.3,MEDIUM
0.0,0.0,0.0,2.0,1.0,300,3.0,7.255748328258863,999,2,0,1.2,5,1,0,4.28,0.3,MEDIUM
0.0,0.0,1.0,2.0,0.0,300,3.0,15.0,999,1,0,1.2,5,1,1,3.4800000000000004,0.3,MEDIUM
0.0,0.0,0.0,0.0,1.0,300,3.0,15.0,999,1,0,1.2,5,1,1,3.4800000000000004,0.3,MEDIUM
0.0,0.0,0.0,2.0,0.0,300,3.0,3.3264373314935503,999,2,0,1.2,5,1,0,4.28,0.3,MEDIUM
0.0,0.0,0.0,2.0,0.0,300,3.0,6.822759834102694,999,2,0,1.2,5,1,0,4.28,0.3,MEDIUM
0.0,0.0,1.0,2.0,0.0,300,3.0,11.132039715706089,999,1,0,1.2,5,1,0,3.4800000000000004,0.3,MEDIUM
0.0,0.0,1.0,1.0,1.0,300,6.0,8.417278415433335,999,1,0,1.2,5,1,1,2.48,0.3,LOW
0.0,0.0,0.0,0.0,1.0,300,6.0,14.758820890023916,999,1,0,1.2,5,1,0,2.48,0.3,LOW
0.0,0.0,0.0,2.0,0.0,300,6.0,12.937522762713902,999,1,0,1.2,5,1,0,2.48,0.3,LOW
0.0,0.0,0.0,1.0,1.0,300,6.0,20.446390348774003,999,0,0,1.2,5,1,1,1.68,0.3,LOW
0.0,0.0,0.0,1.0,0.0,300,6.0,6.615072757671051,999,2,0,1.2,5,1,0,3.28,0.3,MEDIUM
0.0,0.0,1.0,2.0,1.0,300,6.0,7.647432967755387,999,2,0,1.2,5,1,0,3.28,0.3,MEDIUM
0.0,0.0,1.0,0.0,0.0,300,6.0,17.923790643828212,999,1,0,1.2,5,1,0,2.48,0.3,LOW
0.0,0.0,0.0,0.0,1.0,300,6.0,1.379462878718692,999,3,0,1.2,5,1,1,4.08,0.3,MEDIUM
0.0,0.0,0.0,2.0,0.0,300,6.0,5.940400679115517,999,2,0,1.2,5,1,1,3.28,0.3,MEDIUM
0.0,0.0,0.0,1.0,1.0,300,6.0,11.113780661760952,999,1,0,1.2,5,1,1,2.48,0.3,LOW
0.0,0.0,0.0,1.0,0.0,300,6.0,7.70928424823687,999,2,0,1.2,5,1,0,3.28,0.3,MEDIUM
0.0,0.0,1.0,2.0,0.0,300,6.0,999.0,999,0,0,1.2,5,1,1,1.68,0.3,LOW
